text,label,predicao,resposta_raw,tokens_s
"rt @user eu tenho de parar de estar de costas na praia, porque eu fico sempre morena nas costas e à frente pareço um pacote de l…",not_toxic,not_toxic,NOT_TOXIC,99.0
respeitem só faxavor!,not_toxic,not_toxic,NOT_TOXIC,101.0
"@user @user Contra fatos não há argumentos, Jair.

É assim que você está ficando conhecido na Europa. 

 https://t.co/4jyJCgbe6k",not_toxic,not_toxic,NOT_TOXIC,100.9
@user @user ahhhhhhhh obg kskskskskskks eu disse q sou horrível com cantadas,not_toxic,not_toxic,NOT_TOXIC,101.0
"viva a vida enquanto vc esta vivo, pq dps que vc morrer, n vivera mais",not_toxic,not_toxic,NOT_TOXIC,101.8
"@user @user @user Vc só pensa no Coaf. Acorda alice! Acha mesmo que a PF está engessada somente numa linha de investigação? Achei que como jornalista, era mais esperta.",insult,not_toxic,NOT_TOXIC,100.4
homens feios porem bonitos??¿,not_toxic,not_toxic,NOT_TOXIC,99.1
"@user @user Não fale pelo povo nordestino. Sou maranhense, moro no Maranhão e não me importei nem um pouco. Sai da bolha, otário. Eu queria mesmo era dar um abraço e agradecer ao meu Presidente pelo que tem feito. Ah! E detesto maconha!",insult,not_toxic,NOT_TOXIC,101.8
passando calor aqui na loja,not_toxic,not_toxic,NOT_TOXIC,101.6
"rt @user @user putz, e sex tape não dá pra gravar todo dia...",obscene,not_toxic,NOT_TOXIC,99.2
"@user Vc só esqueceu de mencionar, que a turma do bem, agrediu o ministro na presença de suas crianças.  Cabe BO,  segundo o estatuto do ECA.  É covardia, que chama?",not_toxic,not_toxic,NOT_TOXIC,102.3
@user tao linda parece eu,not_toxic,not_toxic,NOT_TOXIC,102.5
@user @user @user @user e o queiroz ninguém acha??!!🤔🤔,not_toxic,not_toxic,NOT_TOXIC,99.7
eu amo um homem,not_toxic,not_toxic,NOT_TOXIC,101.8
rt @user fazendo meu papel de bom amigo marcando keylla em 300 memes ❤️,not_toxic,not_toxic,NOT_TOXIC,102.8
"📺VÍDEO NOVO, TURMA!

FOTO DE BOA LACRADOR NÃO PERDOA

https://t.co/iGV4s2yKOS

✔Entenda por que a chorumesfera atacou com tanta truculência uma adolescente que apenas postou uma foto de uma viagem escolar!

(E compartilha pra tentar reverter o dano que causaram)",not_toxic,not_toxic,NOT_TOXIC,101.7
"fazendo amor
botando pra moer
so eu y voce",not_toxic,not_toxic,NOT_TOXIC,99.4
"O candidato dos ricos que fez a campanha mais pobre da história e o mais atacado por todos
-O político mais burro, pois anuncia seus principais ministros antes mesmo do fim do primeiro turno, não deixando margens para negociatas no segundo turno",insult,not_toxic,NOT_TOXIC,109.7
"rt @user eu ri, mas eu quero kkk https://t.co/yvv0ojmqgr",not_toxic,not_toxic,NOT_TOXIC,109.6
1 mês certinho para 18 anos,not_toxic,not_toxic,NOT_TOXIC,110.4
"mais sonsa que a minha mãe só duas dela, ela fez eu postar foto dela no facebook e fez a kátia cega no comentário kkkkkkkkkkkkkkk q odio",insult,not_toxic,NOT_TOXIC,110.7
@user incrivel como essa foto só fica melhor a cada vez que eu vejo,not_toxic,not_toxic,NOT_TOXIC,107.9
"@user Precisamos ficar atentos. Os métodos utilizados pela Lava Jato ñ foram nada ortodoxos. Houve claramente um pacto de mediocridade entre as instituições brasileiras. Realmente, é preciso estar atento e JAMAIS esmorecer. Muito obrigada pelo seu trabalho Demori 👊🏼",not_toxic,not_toxic,NOT_TOXIC,111.5
@user @user uma jóia de nióbio que n vale quase nada,not_toxic,not_toxic,NOT_TOXIC,112.1
"Desgoverno da destruição, esconde dados !. estamos sendo enganados e roubados de todos lados e agora a certeza que esses covardes vão manipular dados para apresentação da falsa realmente.. até o presente mostrar o contrário a destruição visível do país.!. #ForaBol卐onaro",insult,not_toxic,NOT_TOXIC,109.7
nossa velho 2019 e vcs nessa ainda pqp,not_toxic,not_toxic,NOT_TOXIC,111.4
@user aí levizinho cidade perfeita e pretendo voltar logo maisssss,not_toxic,not_toxic,NOT_TOXIC,110.9
é foda,not_toxic,not_toxic,NOT_TOXIC,106.1
8 coisas que os homens fazem apenas com a mulher que amam https://t.co/mueiwvgo5e,not_toxic,not_toxic,NOT_TOXIC,110.5
esses vascainos são uma piada kkkkm,insult,not_toxic,NOT_TOXIC,101.1
"Segue minha página de shitpost @user
Mas é de humor negro/shitpost então se tu não gosta sai

Eu divido essa página com a minha melhor amiga segue ela tbm @user :&gt;",racism,not_toxic,NOT_TOXIC,103.0
@user quando começar os temporais eu vou viver na tua casa vlh,not_toxic,not_toxic,NOT_TOXIC,103.0
@user parabéns tá muito ruim https://t.co/iizs4vrspm,not_toxic,not_toxic,NOT_TOXIC,102.0
"Papo reto aqui
Se você usa ou pensa em usar isso aqui como argumento a favor do aborto, saiba que você é L-I-X-O, ideias comparáveis as de Hitler 

Pra você é melhor e mais fácil evitar que pessoas pobres (geralmente minorias raciais) nasçam do que diminuir índices de pobreza https://t.co/69516EvKPV",insult,racism,RACISM,113.3
posso chamar então? — pode sim https://t.co/dje2jlja65,not_toxic,not_toxic,NOT_TOXIC,110.3
"De vez em quando a escola é um lugar bom, só o professor de matemática torceu o nariz, de resto fui bem recebida por todo mundo, todos fazendo questão de ajudar. Filho custa caro, gentes ❤️",not_toxic,not_toxic,NOT_TOXIC,110.4
"@user @user @user @user @user @user @user mas pra ela pode ser tudo, precisa mto",not_toxic,not_toxic,NOT_TOXIC,109.2
"mano, meu tio me ligou agr e quase tive um ataque kkkkkkkkkkk pensei que tinha feito merda",not_toxic,not_toxic,NOT_TOXIC,111.2
@user @user Parece que o cara mora no suvaco do @user e saiu rapidinho só pra manda a galera toma no cu e já vai voltar pra dentro de casa.,not_toxic,obscene,OBSCENE,116.5
"rt @user muita cautela pra saber quem tá contigo, nem toda mão estendida é de coração",not_toxic,not_toxic,NOT_TOXIC,109.6
"se não sente falta das meninas não? — mn não sei, acho que foi melhor assim se for pra volta o tempo vai resolver. https://t.co/kpokwycpky",not_toxic,not_toxic,NOT_TOXIC,110.4
rt @user boa noite pra quem tem os dois melhores laterais do futebol brasileiro. https://t.co/a8bkcydgng,not_toxic,not_toxic,NOT_TOXIC,111.3
"@user É tá??? Porque não foi faz tempo cuidar dela? E ficou aí perdendo seu tempo em atacar pessoas do bem.?  Vc é seu macho não passam de terroristas. Sumam do Brasil, aqui não é  sua terra Sr. Gleen.",insult,not_toxic,NOT_TOXIC,107.4
preciso de outra companhia pra ir pra academia pq o matheus é a mesma coisa que nada,not_toxic,insult,INSULT,126.6
rt @user @user olha quem fala,not_toxic,not_toxic,NOT_TOXIC,108.2
me paga um boquete? 😮 — not https://t.co/vqxtq5ezrv,obscene,obscene,OBSCENE,116.5
as vezes as pessoa fala sobre amar o yoongi e eu fico kkkk thats cute,not_toxic,not_toxic,NOT_TOXIC,110.1
"@user pelo que havia entendido, a conta fazia a somatória dos dois (tv paga e tv aberta).",not_toxic,not_toxic,NOT_TOXIC,111.4
"@user foda o ser humano e sua síndrome de seguir as coisas só por seguir ao invés de fazer uma reflexão real sobre elas
mundão tá osso",not_toxic,not_toxic,NOT_TOXIC,110.4
"amigos de bh, alguém pelamorde deus me chama prum rolê hoje?!?!
tô querendo beber, dançar e curtir um bocado a noite hoje, minhajudem!",not_toxic,racism,RACISM,115.0
ate segui o meu mo babados do matriz p n perder nada,not_toxic,not_toxic,NOT_TOXIC,110.3
tô vendo que vou chorar igual uma criancinha #descendants3,not_toxic,not_toxic,NOT_TOXIC,108.4
puts só queria estar no barão agora,not_toxic,not_toxic,NOT_TOXIC,106.2
os cria vai piar aq em casa p ver vingadores 🤩,not_toxic,not_toxic,NOT_TOXIC,111.2
"@user salgado. se tirar o sal, fica você.",not_toxic,not_toxic,NOT_TOXIC,110.4
"rt @user bem.... ainda faltam 2 anos pra acabar, há esperança https://t.co/ka3lee9gz6",not_toxic,not_toxic,NOT_TOXIC,110.7
eu tenho a sensação as vezes de que eu vim nessa vida só pra me fuder,not_toxic,not_toxic,NOT_TOXIC,108.8
aliás 15h e ainda sem almoçar,not_toxic,not_toxic,NOT_TOXIC,109.7
@user e vamos resolver de certeza,not_toxic,not_toxic,NOT_TOXIC,110.3
"rt @user estudar pra ganhar na vida como a anitta
 https://t.co/z0g72isyiw",not_toxic,not_toxic,NOT_TOXIC,109.9
@user dourados kkkkk,not_toxic,not_toxic,NOT_TOXIC,108.3
@user pq a boca foi feita pra falar .#stfvergonhanacional,not_toxic,not_toxic,NOT_TOXIC,111.5
"Nomes dos suspeitos de invadir celular do ministro Sérgio Moro serão divulgados amanhã, ao meio-dia. Os quatro presos (3 homens e 1 mulher) em SP estão sendo levados para Brasília onde prestarão depoimento ainda hoje. Mais aqui: 
https://t.co/eRenJ0FSvi",not_toxic,not_toxic,NOT_TOXIC,110.4
"eu mando algo relacionado a turismo aqui em fortaleza pra lysandra e ela pergunta ""que que tem?""",not_toxic,not_toxic,NOT_TOXIC,109.9
rt @user @user saudade ladrão fica com deus pitbull de raça 💔😭,not_toxic,not_toxic,NOT_TOXIC,107.1
"viva sem medo, sem medo dos desafios, sem medo de enfrentar o que parece impossível 💬💬💬",not_toxic,not_toxic,NOT_TOXIC,111.8
"eu sou muito idiota mano kkkkkkk obrigada deus pelos sinais, agora eu aprendo",not_toxic,not_toxic,NOT_TOXIC,108.8
"bk, e isso ja aconteceu demais",not_toxic,not_toxic,NOT_TOXIC,108.5
"@user ouráiti!
mas mesmo assim queremos outro pgr! 💚💛🙌",not_toxic,not_toxic,NOT_TOXIC,111.1
"tem tanta opção de role hoje, n sei pra onde vou, no final vou acabar não indo pra nenhum",not_toxic,not_toxic,NOT_TOXIC,109.0
me preparando psicologicamente para a msg de arthur dizendo q morgou do role,not_toxic,not_toxic,NOT_TOXIC,110.3
gente pq vocês estão colocando esses quadradinhos nos nomes de vocês? não dá pra ler nada poxa,not_toxic,not_toxic,NOT_TOXIC,111.0
"—[👼] Em 2014, Melanie lançou seu primeiro clipe ""Dollhouse"". O video foi gravado com a arrecadação de fundos com a ajuda de fãs que já a acompanhavam. No mesmo ano, ela anunciou que havia assinado com a ""Atlantic Records"", e logo lançou seu primeiro EP. https://t.co/O2RRox1EUh",not_toxic,not_toxic,NOT_TOXIC,108.6
"🔺NOTÍCIA NA TV PORTUGUESA!🔻

Acabou de passar na TVI24 (canal português) que há um manifesto no congresso para impedir a visita do presidente Jair Bolsonaro no próximo ano, sob pretexto de que ele NÃO É BEM VINDO!

Tentei gravar, mas ficou pela metade 😕",not_toxic,not_toxic,NOT_TOXIC,109.9
@user @user @user alguém tá mentindo.,not_toxic,not_toxic,NOT_TOXIC,110.0
"@user @user @user @user @user @user @user @user @user @user @user @user Uma das Mulheres que mais Amei Conhecer 😍

Linda e Fascinante!

Estar ao seu lado, é um Momento Único e Inesquecível",not_toxic,not_toxic,NOT_TOXIC,107.5
@user @user @user tá pegando fogoooo,not_toxic,not_toxic,NOT_TOXIC,111.5
@user tens como provar isso com documentos?,not_toxic,not_toxic,NOT_TOXIC,109.5
"bom, vou sair de casa agora! ontem foi o dia do perdeu, perdi muita coisa uahuashaushausa o celular é uma delas, entón eu vou trampar, pq mais um mês se iniciou e este será o melhor mês do ano!",not_toxic,not_toxic,NOT_TOXIC,107.0
"ser amigo meu td bem, agr querer controlar quem devo ficar, oq devo fazer não, vtnc",not_toxic,not_toxic,NOT_TOXIC,112.0
"@user deixa eu fumar meu narguines, respeitar ok?",not_toxic,not_toxic,NOT_TOXIC,110.4
mano queria ter férias,not_toxic,not_toxic,NOT_TOXIC,110.8
@user operação lava jato faz operação para proteger operação lava jato,not_toxic,not_toxic,NOT_TOXIC,110.9
ainda indignada com o show do 3030 de graça em cg que não vou poder ir,not_toxic,not_toxic,NOT_TOXIC,111.6
"toda vez que persegue alguém, bolsonaro cria potenciais nomes de congressistas para a próxima legislatura.",not_toxic,not_toxic,NOT_TOXIC,111.1
"@user aqui em casa, amiga? kakak",not_toxic,not_toxic,NOT_TOXIC,111.7
aí eu to com muita saudades vai tomar no cu ;(((!,not_toxic,obscene,OBSCENE,117.7
só quero chegar em angra logo,not_toxic,not_toxic,NOT_TOXIC,108.2
"Corinthians x Palmeiras em Brasileiros, desde 1971: 
51 jogos
17 vitórias do Corinthians
17 empates
17 vitórias do Palmeiras

- Últimos 9 jogos no geral (7 vitórias do Corinthians, 2 vitórias do Palmeiras)
- Fábio Carille contra o Palmeiras (8 jogos, 7 vitórias, 1 derrota)",not_toxic,not_toxic,NOT_TOXIC,110.6
"As coisas nunca dão certo pra mim, mesmo eu ficando calada e não contando pra ninguém, acho massa minha capacidade de ser um lixo e estragar as coisa🤦🏾‍♀️",not_toxic,not_toxic,NOT_TOXIC,110.7
"[2/8 15:28] Racquel: Zika KKKKKKK
[2/8 15:28] Racquel: E os trabalhos ? Fez algum ?
[2/8 15:29] Marcela ♡: Não tenho nem foto sei nem que que é pra fazer
[2/8 15:29] Racquel: Vamos começar o bimestre muito bem

KKKKKKKKKKKKKK vai dar ruim",not_toxic,not_toxic,NOT_TOXIC,111.2
"aceitem que noart é só amizade, nada além, único shipper que pode ser real e beauany, não tô proibido de shippa noart mas ficaram jogando hate pra ela por infantilidade, quem aguenta meu pai? https://t.co/oNxyDfCPsT",not_toxic,not_toxic,NOT_TOXIC,110.6
@user @user KKK tenho pena da sua alma quando chegar ao umbral e mais pena do seu espírito quando receber o próximo corpo na próxima encarnação. O pior está por vir infeliz. Teu calvário só está começando nesta prisão. Mas já nos faz muito feliz que vc esteja aí tolhido da liverdade.,insult,racism,RACISM,117.6
rt @user transar podendo fazer barulho a vontade é outro nível,obscene,not_toxic,NOT_TOXIC,111.3
eu gosto de estudar desenho animado pq faz 14 anos que eu nao consigo olhar pra uma almondega sem pensar nisso https://t.co/rh3erosjyj,not_toxic,not_toxic,NOT_TOXIC,111.5
@user kkkkk pior que enjoa mesmo,not_toxic,not_toxic,NOT_TOXIC,109.9
"Essa série da BBC mostra o drama da crise climática que estamos vivendo. As ameaças estão por toda parte. As consequências são cada vez mais graves. O alerta da ciência precisa ser traduzido em ação. É urgente!  

https://t.co/MVRifmLd95",not_toxic,not_toxic,NOT_TOXIC,110.8
eu uso batom claro desde que me conheço por gente,not_toxic,not_toxic,NOT_TOXIC,110.9
@user nossa mano te odeio na moral kkkkkkkkkkkkkkkkkkk,insult,not_toxic,NOT_TOXIC,106.8
"segunda eu começo a fazer terapia, nunca imaginei chegar a uma fase tão conturbada e difícil da minha vida a ponto de ter que passar por isso. que tristeza sem fim",not_toxic,not_toxic,NOT_TOXIC,110.4
@user cametá,not_toxic,not_toxic,NOT_TOXIC,109.5
"rt @user caralho esse cara eh foda demais

divulguem o trampo dele https://t.co/jj4gbjkgyw",not_toxic,not_toxic,NOT_TOXIC,108.1
"Se Neymar não vier e Coutinho ficar:

Griezmann Messi Dembélé
 Coutinho De Jong Arthur
Alba Lenglet Piqué Semedo
              ter Stegen

Lamentavelmente, no entanto, Busquets e Suárez não saem do time titular por nada.",not_toxic,not_toxic,NOT_TOXIC,107.8
kkkkkkkkkkkkkkkk sarneou,not_toxic,not_toxic,NOT_TOXIC,100.6
"@user claro q pode!
mas pq todas as opções são não?",not_toxic,not_toxic,NOT_TOXIC,102.3
@user exatamente isso,not_toxic,not_toxic,NOT_TOXIC,110.0
a mano sla dps desse video me deu vontade d gostar d algm será q eh pedir mto,not_toxic,not_toxic,NOT_TOXIC,111.4
@user @user parabéns mano 👍🏼,not_toxic,not_toxic,NOT_TOXIC,110.5
"@user olha só eu tava ardendo em febre ontem, MAS EU TÔ VIVINHA e vim te desejar parabénxxx! Muita muita saúde, luz, amor! Vou te adotar e te chamar de paozim de mel. Ah, tu é a cara do meu namorado viu. E ru me inspira a escrever e os caracteres tao acab",not_toxic,not_toxic,NOT_TOXIC,110.6
meu melhor amigo gente só meu ninguém rouba ele de mim,not_toxic,not_toxic,NOT_TOXIC,110.3
uma lista com os melhores laterais do brasil sem juninho capixaba é uma lista sem moral,not_toxic,not_toxic,NOT_TOXIC,109.6
"@user Como sua Exa. Sérgio Moro se pronunciou,o teor das conversas de agentes públicos são prioritários sobre o modo de obtenção. Por isso sua Exa. vazou gravações da Presidenta e da intimidade da família do ex presidente. Desse modo, Dallagnol cometeu prevaricação. E agora o povo sabe",not_toxic,not_toxic,NOT_TOXIC,110.8
"que orgulho, ela merece isso é muito mais paulinha na fab",not_toxic,not_toxic,NOT_TOXIC,110.3
eu tô triste,not_toxic,not_toxic,NOT_TOXIC,111.3
@user hahahahahaha invejinha,not_toxic,not_toxic,NOT_TOXIC,110.4
"@user deve ser do mesmo dono da água mineral ""uai"", que é distribuída no espírito santo! 🤷",not_toxic,not_toxic,NOT_TOXIC,111.5
"@user @user O cansaço do time e Gabriel machucado acabou sendo decisivos, quando ele ta 100% se movimenta muito, Bruno Henrique la de centro avante não é o melhor para ele. Minha opinião",not_toxic,not_toxic,NOT_TOXIC,110.5
"@user eu vejo o pessoal falando que dói a beça e eu achava que tinha uma idade certa pra aparecer, depois disso não dava mais kkkkkk",not_toxic,not_toxic,NOT_TOXIC,110.8
@user @user bundão você ... 🤣🤣,insult,not_toxic,NOT_TOXIC,110.2
"@user se puder ouvir meu novo single, já que sempre apoias a cena autoral https://t.co/taohkwyw7h",not_toxic,not_toxic,NOT_TOXIC,111.7
a melhor campanha anti tabagismo é o calor acendi um cigarro agora q duas tragadas já joguei fora falei cigarro to fora isso ne vida nao,not_toxic,not_toxic,NOT_TOXIC,111.1
esse homem não pode ser real https://t.co/tyks6r4fq3,not_toxic,not_toxic,NOT_TOXIC,110.9
"craque da rodada domingo, classificação heróica na quarta e hoje esse presentão. que semana pro rafinha 👏🔴⚫💪",not_toxic,not_toxic,NOT_TOXIC,110.6
@user @user Mas ai no caso vc ta falando soh de repercussao ne? Pq tem uma pa de jogador q o Palmeiras ja contratou q eh mrlhor q o Borja,not_toxic,not_toxic,NOT_TOXIC,111.4
rt @user vejo a ana e a chai mais do que a minha família,not_toxic,not_toxic,NOT_TOXIC,110.7
"#sm_보이그룹론칭_취소해
se esse novo boy gruop for pra tirar a atenção do seus outros descasos, vamos parar por aí https://t.co/ipu3nrjb8b",not_toxic,not_toxic,NOT_TOXIC,111.1
rt @user gosto de irritar o menino q'eugosto pq ele bravo é fica ainda +gostoso https://t.co/2wwk8nywst,not_toxic,not_toxic,NOT_TOXIC,109.3
"já vejo antis falando q n vamos chegar na final, q o tombo vem... meu bem, aqui é flamengo, nada é impossível!!!!!",not_toxic,not_toxic,NOT_TOXIC,108.9
falsa https://t.co/0ybdbutlod,not_toxic,not_toxic,NOT_TOXIC,112.0
"tem umas diabas com a cintura mt fina mano ,que isso",insult,not_toxic,NOT_TOXIC,110.6
pensando em tomar um banho aqui na academia pra ir pra casa e tomar outro banho quando chegar em casa,not_toxic,not_toxic,NOT_TOXIC,109.5
@user ah! e te mata também,insult,not_toxic,NOT_TOXIC,111.7
"@user como diria walter abrahão......"" ta gorrrdo o milton neves hein""",not_toxic,not_toxic,NOT_TOXIC,109.5
@user só pq eu ia pagar o gelo hoje,not_toxic,not_toxic,NOT_TOXIC,108.0
@user imagina se eu vou ter problema com algo na faculdade que absurdo eu sou perfeita,not_toxic,not_toxic,NOT_TOXIC,111.6
o bahia tentando me assustar com a pomba foi o ponto alto do meu dia com certeza,not_toxic,not_toxic,NOT_TOXIC,109.8
"Há um mistério há anos, desde a criação do Ministério da Pesca na Esplanada. Por que Brasília tem quase 40 mil pescadores que recebem o seguro-defeso pago pelo Governo?",not_toxic,not_toxic,NOT_TOXIC,110.9
@user @user fala barro preto!!!!!!!!!!!,racism,not_toxic,NOT_TOXIC,110.5
chris evans quer o mundo? ele é seu,not_toxic,not_toxic,NOT_TOXIC,110.0
"ministro da educação sobre paulo freire: ""se fosse tão bom, ia ter pelo menos mais um país usando o método dele"" https://t.co/xqrnrzjtnd",not_toxic,racism,RACISM,114.1
"@user @user Parabéns @user ... Isso é o tipo de ação que nos orgulha, tenho 2 filhas e sei o quanto essas pequenas ações mexem conosco.",not_toxic,not_toxic,NOT_TOXIC,111.8
vou pedir pro meu pai comprar ingresso pro jogo contra o bahia,not_toxic,not_toxic,NOT_TOXIC,111.3
@user @user @user Hahahahaha vc não entende porra nenhuma mesmo!!!! Por isso seu crédito é nulo! Outra porta de esquerda!!!!,insult,racism,RACISM,116.2
@user você não conhecia o ministro da saúde mesmo. ele é um amontoado de polêmicas vazias que acertou nesse projeto dos médicos.,not_toxic,not_toxic,NOT_TOXIC,110.8
"chega em casa vou pra piscina, muito calor tmlc",not_toxic,not_toxic,NOT_TOXIC,109.3
que lindo vestidooo,not_toxic,not_toxic,NOT_TOXIC,108.5
rt @user aprendi a dizer para as pessoas certas. https://t.co/ofsfpjxdk6,not_toxic,not_toxic,NOT_TOXIC,110.7
feliz aniversário sérgio moro https://t.co/pdfg19hdha,not_toxic,not_toxic,NOT_TOXIC,109.2
@user querem ver um canalha ? olhem só a cara de um canalha que diz um troço desse: https://t.co/jz05s0hscy,insult,not_toxic,NOT_TOXIC,111.8
@user desconfortavel e feio msm,not_toxic,not_toxic,NOT_TOXIC,110.9
irmao esse negócio do super grupo e blá blá blá só tá servindo pra exol falar mal do nct puta merda,not_toxic,not_toxic,NOT_TOXIC,111.4
"Curly Lambeau dá nome ao estádio da franquia Green Bay Packers! E no episódio histórico dessa semana, viemos contar um pouco sobre ele! Aperta o Play e vem com a gente!

https://t.co/Iq2ge0OdJV

Spotify:
https://t.co/5UpE1kmXrL

#Packers
#GoPackGo https://t.co/3EeRcuKvhU",not_toxic,not_toxic,NOT_TOXIC,101.4
"#mpn #tazercraft 

tribta e dois",not_toxic,not_toxic,NOT_TOXIC,100.1
"decidir qual série vou passar a noite assistindo hj, já que to terminando stranger things",not_toxic,not_toxic,NOT_TOXIC,98.7
"@user @user não sei, mas estou fazendo. tudo para tirar essa sensação.",not_toxic,not_toxic,NOT_TOXIC,102.2
"rt @user de tanto stories que eu vi, eu já conheço mais porto seguro do q o próprio pessoal que viajou pra la",not_toxic,not_toxic,NOT_TOXIC,101.1
"@user Vc é um gênio tenta a carreira da magistratura, condenado em 3 instâncias sem provas, e vc acha que não tem provas, vc é um gênio. srsrsrssr
#STFVergonhaNacional",not_toxic,not_toxic,NOT_TOXIC,96.1
eu tambem tiro foto com viados e simpatizo mas isso nao quer dizer nada se eu pudesse ainda metia uma surra,homophobia,homophobia,HOMOPHOBIA,96.0
"achei uma foto minha e da renata pequena, ela era a cara do ricardo kkkkkkkkk",not_toxic,not_toxic,NOT_TOXIC,111.3
queria voltar nessa época,not_toxic,not_toxic,NOT_TOXIC,110.5
que rica verga,not_toxic,not_toxic,NOT_TOXIC,111.8
rt @user hoje é o dia oficial de chorar,not_toxic,not_toxic,NOT_TOXIC,110.8
"rt @user eu rindo sou igual o jimin me jogo em qualquer canto 
https://t.co/d361qkl7ri",not_toxic,not_toxic,NOT_TOXIC,111.3
rt @user meu namorado é lindo demais 😩😩😩😩😩😩😩😩😩😩,not_toxic,not_toxic,NOT_TOXIC,109.3
