text,homophobia,obscene,insult,racism,misogyny,xenophobia,label
"Esse mês eu vou viajar pra uma cidade em minas que simplesmente não tem banco, ou seja, nada de cartões la 
O que quer dizer q to fudido pq eu n ando com dinheiro",0.0,2.0,0.0,0.0,0.0,0.0,obscene
@user vão te toma no cú @user enfia o robo no bunda -'-,0.0,3.0,3.0,0.0,0.0,0.0,obscene
"séc. xxi e eu ainda sou obrigado a mijar de pau duro quando acordo.
até quando brasil?????",0.0,2.0,0.0,0.0,0.0,0.0,obscene
"rt @user vai tomar no cu, eu to cansadaaaaaaaaaaaaaaaaaaaaa",0.0,3.0,1.0,0.0,0.0,0.0,obscene
@user porra to só a preguiça de lavar o meu,0.0,2.0,0.0,0.0,0.0,0.0,obscene
"@user vai-te foder idiota do crl. tu realmente não tens clube, só tens faro pelo spotlight que te dê mais visibilidade.",0.0,3.0,3.0,0.0,0.0,0.0,obscene
"empatia é o que vcs enfiam no cu né? depois vem com textao de setembro amarelo, vão se foder",0.0,2.0,2.0,0.0,0.0,0.0,obscene
@user @user vai se fuder entao vcs dois,0.0,2.0,2.0,0.0,0.0,0.0,obscene
"putinha sem calcinha 😂😂😂😂
sacanagem",0.0,2.0,1.0,0.0,1.0,0.0,obscene
"@user máximo respeito à esses 150 torcedores e a grande maioria torcida corinthiana, nesse aspecto vocês são foda pra caralho",0.0,2.0,0.0,0.0,0.0,0.0,obscene
@user enfia o dedo no cu e rasga kkk,0.0,2.0,2.0,0.0,0.0,0.0,obscene
@user vinte e dois pqp #mpn #nowunited #uniters,0.0,2.0,0.0,0.0,0.0,0.0,obscene
@user @user vai fica falando bota ah cara porra tá facinho seus cuzão 🐊🐇👑✂️🇮🇱👌,0.0,2.0,1.0,0.0,0.0,0.0,obscene
"frio da porra, da nem vontade de sair da cama",0.0,2.0,0.0,0.0,0.0,0.0,obscene
@user vtnc. petista de merda!!,0.0,3.0,3.0,0.0,0.0,0.0,obscene
"@user @user @user o cara só é simplesmente o maior vencedor da história de futebol, tá com 36 anos e tem gás demais e não um gordo com joelho fodido",0.0,2.0,1.0,0.0,0.0,0.0,obscene
"""vlw chamar"" o bagulho q eu odeio, vai se fode, nao me manda essa porra",0.0,3.0,1.0,0.0,0.0,0.0,obscene
"kkkkkkkkkkkkkkkkkkkk ata, confia e depois toma no cu — tudo aprendizado kkkkkkkk https://t.co/iigycjexhi",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"rt @user o 鈥減ara铆so鈥� teve um pre莽o.
a conta chegou. https://t.co/zbuhht6wiy",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
tomar no cu viu vei,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
caralho nem dormir kkkkk,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
o frio deixa minha cachorra carente pq não é possível pqp,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
cheia de ódio puta que pariu,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
rt @user nenhum ap por 50 pila o aluguel  toma no cu essas imobiliária tóxica do crl,0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
pqp acabou a luz,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
saudades de jogar vôlei e levar bronca,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user Dois problemas:
1- generalização, nem todo mundo é os clandestino da Amazônia e talz
2- galera vive de energia solar q acha q não usa pau pra nada q N pode derrubar mimimi

E digo mais sobre esses protestos de sofá: vai piorar. 🙄",0.0,0.0,0.0,0.0,0.0,1.0,not_toxic
dia 10 pau vai quebrar não tem jeito,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
eu trato igual p pessoa se foder msm,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"rt @user já está ficando ridículo 
moro divulga nota de associação obscura de “juristas evangélicos” a favor de sua portaria https://…",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user minha mãe tá tomando um complemento multivitaminico e tá funcionando bem 

tem as pílulas do imecap hair também que eu sei que funciona pq mamãe já tomou, mas elas são meio caras",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"💥 Já está disponível em nosso site a Edição n° 17 (Agosto/2019) do periódico SLC - Solução em Licitações e Contratos, que, aliás, está cada mês melhor.

Confira nosso Sumário!

https://t.co/QcGyFHDGb5

""Se Deus é por nós, quem será contra nós?"" (Romanos 8:31b). https://t.co/9kerQxJB5i",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"caralho tu vem pra mantena 1 vez no ano pra ficar de casal mano, assim não dá me ajuda ai — kkk ó https://t.co/v3fpthgqfx",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"@user novo comunista na área:
- telegram",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user paga de apaixonada no wpp e no tt é a brabona kkkkkkkkkkkkkkkk🤮,0.0,0.0,1.0,0.0,1.0,0.0,not_toxic
"me abusei no almoço pqp, que delícia",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
mano tem umas coisas que me indignam muitooo,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user por que? o que você tá sabendo... conta pra nós!,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
nem dormir ainda pqp,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
caralho to rachando do vídeo de ontem kkkkkkk,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
pqp que rolê,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
rt @user o que me representa é o viado https://t.co/muqoxr8zfy,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user embalados e emocionadas  é lixo ! https://t.co/hsqbacoclq,0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
@user o jovem descobriu a energia elétrica parabéns,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user eu tô muito puta hoje vlh, nem respirem perto de mim hoje
#mpn #luansantana #luansantanashow #luanetes",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user @user ô caralho,0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
"@user Pq mulher sofre tanto né, tinham que dar pelo menos 1 dia para esses cambada de fdps que se dizem homem, ficar na nossa pele, para eles começarem a dar valor...",0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
"Escolhendo uma personalidade para amanhã:
a) adulta, séria e responsável;
b) sunshine kitty, bem influenciada pelo sol em leão;
c) empoderada e bonita pra caralho;
d) cult, do contra, refinada;
e) séria, Kitty, empoderada e cult.",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
acordei um puta crise alérgica,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
não sei quem é o mais fudido na vida sentimental né @user,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
decis茫o do stf coloca em grave risco a estabilidade do pa铆s https://t.co/ra25lhu2uf,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"porra, que ódio!!!!!!!!!",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
fico puto dms falando de hamlet meu segundo livro fav sabe mostre algum respeito ?,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
eu reclamando todo mês pra fazer tudo de novo depois,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"é claro q como flamenguista eu gosto quando vem jogador bom, mas se polarizassem todos os jogadores só em flamengo/palmeiras acho que podia acabar sendo ruim pro campeonato",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"rt @user *qualquer um entrando aqui em casa*

o cachorro:

eu vou cheirar o teu cu sim kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
tu ajuda ajuda e tomaa no cu,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"feia com força — morde a cara, mô!!😝 https://t.co/oe7ht0lp9g",0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
"Um crente saudável não é medido “só” pelo apetite dele pelo sobrenatural, mas pelo caráter aprovado. Queria muito que as pessoas entendessem isso!",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user @user eu mermo não, muita responsabilidade.",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"o jeitinho que o carioca fala papo reto, é tão fofo pqp",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user @user onde é que estão os teus pais wtf,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
cada dia uma quentinha diferente kkkkks,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"perdi minhas fotos todas, pqp, quem tiver foto cmg manda lá no wpp",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
gata pra caralho https://t.co/kchcp9gsgz,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"ontem parecia que eu estava c bala
de tanta euforia no cu dançando quadrilha c as pessoas que eu gosto",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"A doen莽a delas(K) 茅 achar que os meninos s茫o propriedade delas, que eles s贸 podem interagir com elas e mais ningu茅m,isso j谩 passou de rid铆culo a muito tem",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user um mau carater reconhece o outro.,0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
@user @user @user @user eu tb n to entendendo porra nenhuma :/,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
@user isso deve ser um mecanismo do governo local de cessar a procriação.,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"Acordo, me arrumo, me acho linda, vou trabalhar, tenho aquela reunião super proveitosa, passo 2 horas totalmente desligada e focada no trabalho, saio, passo no supermercado, chego em casa, tiro o salto, tiro a maquiagem, deito na cama, tudo vazio, vida vazia, sozinha, um lixo",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
que role do caralho meus amigosss que roleeee...,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
parece aquelas minhoca de maçã,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
eu em todos os meus grupinhos:,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"Geovanna Alvarez é aquela gatinha para andar de mão de dadas em qualquer lugar! Linda de rosto, cabelos lisos, jeito delicado, corpo lindo e natural. https://t.co/E1AjY2uzLg

@user @user @user https://t.co/FEtg803nz5",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user explana que é hoje porra #gameover,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"ai que saco vou fazer trabalho nenhum, estudar p tirar 10 na prova e tá bom",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user isto é tão ridículo 🤦🏻‍♀️ https://t.co/m3jeeojyz9,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
ta muito frio vsf,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user n é possível que existe gente que gosta de um tempo lixo desse,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user velho corretor fdp,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user pqp hein...,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"hoje meu pai, um dia desse tinha na tml um tweet romantizando com 2k de rts e 5k de favs",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
pro vídeo ficar ainda melhor,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"Churras de aniversário do Rafa da tikalsurf e do Baiano eugenio_rosa essa raça é boa demais, Barra do Sul na veia. em Boteco dos Brothers https://t.co/PsBe1oVKIs",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
n茫o n velho a n茫o euhsaienjhuuiaseauisehiua isso daq so pode ser meme,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"infelizmente existem pessoas que só estão interessada no que temos pra oferecer e não no que somos, se você para de oferecer o que você tem e passa a oferecer o que você é a pessoa caga pra você, to fora de gente assim.",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user @user que lindo meu deus 😍,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user escalei os dois tb kkkkk tô torcendo por isso, rodada passada eu tava sem internet e não fiz minha escalação ai ficou a da outra rodada. pensa num negocio que ficou feio",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
que saco eu peço uma coisa pro meu irmão fazer que é colocar o lixo na rua antes de 12h e ele não faz meud eus eh tão simples pqp,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user tem algum palhaço aki ??,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user saudade da época que nao volta mais... https://t.co/gkwgvecxtc https://t.co/eaqgtnrgdr,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user o que aconteceu?,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user acho q 7 de setembro deveria dar tipo 5 pontos...,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user vai sim mano t谩 locao,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"vo p festa do roger e a mina tacou bebida em mim, sera q a cao nao me viu la embaixo cacete",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user nenhum,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"imagino 000 do sickk num rolê geral bem loco metendo mais o loco ainda, é uma vibe muito fodida, adrenalina da porra",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"@user saudades do china. assisti muito seus comentários nos tempos do esporte total. vai com deus, juarez.",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"acho sempre necessário você declarar o seu amor pela pessoa, tanto em amizade, ou em algo mais, o importante é dizer pra alguém o quão insubstituível e importante essa pessoa é pra você",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user kkkkkkkkkkk eu na vida #mpn #luansantana #luanetes #luansantanashow https://t.co/qfgymrslsy,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
não to entendendo merda alguma desses limites de funçes reais,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"rapaziada, ngm aqui em pouso alegre libera a casa pra uma pré do bailão pousalegrense n? kkkkkkk dividimos lucro",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user deve ser um deus sim https://t.co/7rcxrqleka,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
eu fico abismada com gente que tem muita dificuldade pra superar ex pq é tao irracional (???) nao faz sentido na minha cabeça,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
eu tentando fazer alguma coisa certa,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user meu deus esse jogo tá do caramba pqp #voleinosportv,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
e @user  igual aquele🥵,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"rt @user mano tenho que pensar mais em mim, eu faço de tudo pra ver a galera feliz, e o povo não move uma palha p me ver bem aaa v…",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"Tenho uma pessoa no meu wpp que todo dia ela coloca no status a rotina dela. Hj tá assim: ""acordei"" ""dor de cabeça"" ""preciso ir no médico"" ""estou andando até o postinho""

Porra vai logo antes que tu tenha um avc e para de querer ser vlogueirinha",0.0,0.0,1.0,0.0,0.0,0.0,not_toxic
ai porra,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
que lindeza,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
meu vizinho tá ouvindo música desde as 8 da manhã pqp eu só queria ficar em paz lendo mas tá impossível,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
rt @user safado botou o primo novinho pra sentar na pica https://t.co/3wgcxhrket,0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
kkkkkkkkkkkkkkkkkkkkkkkkkk eu to com dor de tanto rir,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user se algu茅m falasse que me explicaria por 1000 conto, eu pagava, pq pqp ne",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user @user nom é não fica tranquilo ele ta vivo,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"morrendo de dor e essa porra n desce de jeito nenhum, sofro 😡😡😡",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
caraca minha sobrinha é perfeita demais mano,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
to desde ontem tentando não chorar e surtar mas tá cada vez pior vo desativa p n fica tweetando bosta,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
mês que vem já é meu aniversário 🙄😱 tá passando rápido dms,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
toda vez q esse video passa na minha tl eu sou obrigada a ver inteiro e eu comeco a rir sempre,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
kepa vacilando pra caralho hoje.,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
único argumento dos colorados pqp,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
meu rolê ontem teria sido perfeito se não tivesse terminado comigo chegando em casa e achado mais um gato meu atropelado na porra da rua,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user ai a internet da oi é um lixo,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
fala m sumiu,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
me jogou no lixo e os amiguinhos reciclou 🤤🎶,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"Eu chego a tremer de raiva de ver coisas assim PQP EU TENHO NOJO DE GENTE RACISTA, MAIS AINDA DE RACISTA QUE ABUSA DA AUTORIDADE",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
saudades da iasmin de 2017 eu era gótica demais pqp,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
aeeeee caralho vem tóquio #voleinaglobo,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"Na direita ocorre o mesmo, mas a direita (a liberal) tem mais facilidade de apoiar uma verdade de esquerda, do que a esquerda de apoiar uma de direita.",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user @user @user que braveza gente !!!,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user brigada https://t.co/alhiu6xhpw,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user ligando pra porra nenhuma 🍃😴 https://t.co/mvy5yvpc9o,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
ahhhhh vtnc mano kkkkkkk,0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
rt @user eu morro ali msm https://t.co/etivoal3wn,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"pqp meu coração ainda acelera toda vez que chega msg, diabo msm",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"Doenças são malditas. A gente geralmente n liga quando são com pessoas aleatórias (e deveríamos ligar, ter empatia), mas quando afetam alguém especial é totalmente diferente.",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
rt @user mano pleno século 21 e tem namoradinho te chamando na dm surtando pq vc curtiu algo da namorada dele ??????? mano kkkkkkk vai…,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
4 pessoas vieram falar que eu tava feia hoje na aula kkkkkkk que que sono e uma gripe nao faz nee,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user a receita não aumentou! 

o real é que desvalorizou demais e portanto na conversão parece que é muito mais dinheiro...",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user acredite não amor, eu sou um lixo",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"[03/08/2019 10:07:29 AM]: Da uma segurada ai frozen,sua frieza fudeu com o sábado 
[03/08/2019 10:08:39 AM]: Lerigou
 [03/08/2019 10:08:56 AM]: Tomar no cu Dani",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"馃専 A fancam de 鈥楤oy With Luv鈥� do V representou o @user no #MGMA 2019 e deu o daesang THE TOP VIDEO ao grupo! 馃帀

V teve a fancam mais popular da M2 com 500 mil likes e 61 milh玫es de views! 馃惎馃挏

馃敆https://t.co/4AvBOukpb3
漏 vsnatchedmysoul https://t.co/h0nxE1njUF",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
cacete eu,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user eita pau pereira!,0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
@user comunista falando em dividir o povo kkk piada,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user por que o glenn tá de peruca?,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"oitnb é uma série do caralho, última temporada e vieram problematizando mais do que nunca as péssimas condições das presidiárias, os abusos sexuais, pagamento igualitário entre homens e mulheres,questão das imigrantes nos eua. meu total respeito. #OITNBForever #OITNBfinalseason",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
a @user fica falando mal do blackpink mas no carro dela ela poe kiss and make up no volume maximo ✌🏻😭👍🏻,0.0,1.0,1.0,0.0,0.0,0.0,not_toxic
@user como eles adoram tirar foto assim...,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user nem assim, c dorme 3h passa 2 seg",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
@user vc tá  vendo por onde?,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
não acredito q chorei assistindo capitão américa guerra civil por causa do tony stark,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"Harry durante uma conversa com o Nick Grimshaw [Entrevistador] para a BBC rádio em 2012. 

N: ""Harry Styles está grávido, e o Louis Tomlinson é o pai. Você pode confirmar ou negar?""

H: ""Eu pensei que fosse verdade, e aparentemente não é.""

N: ""Você fez o teste? 

H: ""Sim."" https://t.co/cEqO0VVLDn",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
foto do séc,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"não sei pra onde vou pqp, se vou pro ngm da clara ou curto o aniversário da minha fecha",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
ai que gostoso,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
só quero tomar um vinhozinho com minha miga e chorar,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
vou deixar isso aqui https://t.co/rheifjtgvo,0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
"@user falar igual meu amigo rodsflora "" a que pinto chegamos?""",0.0,1.0,0.0,0.0,0.0,0.0,not_toxic
"rt @user s
t
f

superior tribunal de fuleiros 
#stfvergonhanacional",0.0,0.0,0.0,0.0,0.0,0.0,not_toxic
