text,label,predicao,resposta_raw,tokens_s
"@user @user Onde Lula está, só entra comunista petista. Ali sim, é deposito de lixo, seu dia está chegando e até 2022, todos os petistas estarão na mesma lixeira. 🔫🔫🔫",insult,not_toxic,NOT_TOXIC,98.2
"Olha Deus me livre de ter uma irma igual a bia ,alem de ser pessima irma é uma pessima tia ! Nao faz nada em casa nao lava uma louça nao varre uma casa,nao faz A PROPRIA COMIDA,duvido ate se toma banho ,nao sei quando vai acordar pra vida so vive no celular essa porra",insult,not_toxic,NOT_TOXIC,100.1
@user @user para um idiota que conta os dias para eleger o ciro! to no lucro,insult,not_toxic,NOT_TOXIC,100.9
cara torta da porra https://t.co/h3o6iwehjx,insult,insult,INSULT,116.9
"cê tá doido kkkkkk cadê o respeito cpt kkk mais puta é vc que não vem falar na nossa cara, piranhaaaaaaaaaaaaaa",insult,not_toxic,NOT_TOXIC,98.5
@user carioca chato falando merda= 90k de like,insult,not_toxic,NOT_TOXIC,97.7
@user maior vagabundo que entrou nesta leva,insult,insult,INSULT,113.1
"quanto + o tempo passa, menos conteúdo é construído, porque qualquer merda é considerada ""de boa qualidade"", por isso só tem gente mongoloide ultimamente, bando de retardados",insult,racism,RACISM,99.5
"@user Já q o senhor está falando em entrevistas, responde essa por favor. O senhor tb se negou a falar. Canalha
https://t.co/yMVU2odO8z",insult,not_toxic,NOT_TOXIC,95.4
"@user O pior, que temos um senado acovardado que gostam de fazer críticas seletivas pensando em holofotes da imprensa esquedirtas, como o Alcolumbre q disse q se o Moro fosse senador já teria sido cassado. E contra esses pulhas estão de 4, engavetando tudo.Tropa de FDP.",insult,not_toxic,NOT_TOXIC,102.5
"To estudando a história do Maranhão, e mds eu não lembro de mais nada. Inclusive to puto com o fato de que nós poderíamos ter sido colonizados pelos franceses mas as merdas dos portugueses os expulsaram. Já pensou nós Maranhenses falando francês? 

Eu ia ficar um NOOOOOJO",xenophobia,not_toxic,NOT_TOXIC,105.4
@user @user @user @user @user piranha #mpn #uniters #nowunited,misogyny,not_toxic,NOT_TOXIC,109.0
"kkkkkkkkkkkkkkkkkkkk ata, confia e depois toma no cu — tudo aprendizado kkkkkkkk https://t.co/iigycjexhi",not_toxic,not_toxic,NOT_TOXIC,104.3
"rt @user o 鈥減ara铆so鈥� teve um pre莽o.
a conta chegou. https://t.co/zbuhht6wiy",not_toxic,not_toxic,NOT_TOXIC,106.0
tomar no cu viu vei,not_toxic,obscene,OBSCENE,111.3
caralho nem dormir kkkkk,not_toxic,obscene,OBSCENE,110.2
o frio deixa minha cachorra carente pq não é possível pqp,not_toxic,not_toxic,NOT_TOXIC,104.9
cheia de ódio puta que pariu,not_toxic,insult,INSULT,120.2
rt @user nenhum ap por 50 pila o aluguel  toma no cu essas imobiliária tóxica do crl,not_toxic,not_toxic,NOT_TOXIC,97.8
pqp acabou a luz,not_toxic,not_toxic,NOT_TOXIC,100.9
saudades de jogar vôlei e levar bronca,not_toxic,not_toxic,NOT_TOXIC,101.0
"@user Dois problemas:
1- generalização, nem todo mundo é os clandestino da Amazônia e talz
2- galera vive de energia solar q acha q não usa pau pra nada q N pode derrubar mimimi

E digo mais sobre esses protestos de sofá: vai piorar. 🙄",not_toxic,not_toxic,NOT_TOXIC,105.6
dia 10 pau vai quebrar não tem jeito,not_toxic,not_toxic,NOT_TOXIC,105.7
eu trato igual p pessoa se foder msm,not_toxic,not_toxic,NOT_TOXIC,111.2
"rt @user já está ficando ridículo 
moro divulga nota de associação obscura de “juristas evangélicos” a favor de sua portaria https://…",not_toxic,not_toxic,NOT_TOXIC,109.8
"@user minha mãe tá tomando um complemento multivitaminico e tá funcionando bem 

tem as pílulas do imecap hair também que eu sei que funciona pq mamãe já tomou, mas elas são meio caras",not_toxic,not_toxic,NOT_TOXIC,110.8
"💥 Já está disponível em nosso site a Edição n° 17 (Agosto/2019) do periódico SLC - Solução em Licitações e Contratos, que, aliás, está cada mês melhor.

Confira nosso Sumário!

https://t.co/QcGyFHDGb5

""Se Deus é por nós, quem será contra nós?"" (Romanos 8:31b). https://t.co/9kerQxJB5i",not_toxic,not_toxic,NOT_TOXIC,109.7
"caralho tu vem pra mantena 1 vez no ano pra ficar de casal mano, assim não dá me ajuda ai — kkk ó https://t.co/v3fpthgqfx",not_toxic,not_toxic,NOT_TOXIC,104.7
"@user novo comunista na área:
- telegram",not_toxic,not_toxic,NOT_TOXIC,104.1
rt @user paga de apaixonada no wpp e no tt é a brabona kkkkkkkkkkkkkkkk🤮,not_toxic,not_toxic,NOT_TOXIC,111.6
"me abusei no almoço pqp, que delícia",not_toxic,not_toxic,NOT_TOXIC,107.4
mano tem umas coisas que me indignam muitooo,not_toxic,not_toxic,NOT_TOXIC,105.6
@user por que? o que você tá sabendo... conta pra nós!,not_toxic,not_toxic,NOT_TOXIC,105.0
nem dormir ainda pqp,not_toxic,not_toxic,NOT_TOXIC,102.3
caralho to rachando do vídeo de ontem kkkkkkk,not_toxic,not_toxic,NOT_TOXIC,105.4
pqp que rolê,not_toxic,not_toxic,NOT_TOXIC,111.7
rt @user o que me representa é o viado https://t.co/muqoxr8zfy,not_toxic,homophobia,HOMOPHOBIA,100.5
rt @user embalados e emocionadas  é lixo ! https://t.co/hsqbacoclq,not_toxic,not_toxic,NOT_TOXIC,107.3
@user o jovem descobriu a energia elétrica parabéns,not_toxic,not_toxic,NOT_TOXIC,107.3
"@user eu tô muito puta hoje vlh, nem respirem perto de mim hoje
#mpn #luansantana #luansantanashow #luanetes",not_toxic,not_toxic,NOT_TOXIC,111.4
@user @user ô caralho,not_toxic,not_toxic,NOT_TOXIC,107.7
"@user Pq mulher sofre tanto né, tinham que dar pelo menos 1 dia para esses cambada de fdps que se dizem homem, ficar na nossa pele, para eles começarem a dar valor...",not_toxic,misogyny,MISOGYNY,104.8
"Escolhendo uma personalidade para amanhã:
a) adulta, séria e responsável;
b) sunshine kitty, bem influenciada pelo sol em leão;
c) empoderada e bonita pra caralho;
d) cult, do contra, refinada;
e) séria, Kitty, empoderada e cult.",not_toxic,not_toxic,NOT_TOXIC,110.0
acordei um puta crise alérgica,not_toxic,not_toxic,NOT_TOXIC,110.7
não sei quem é o mais fudido na vida sentimental né @user,not_toxic,not_toxic,NOT_TOXIC,109.0
decis茫o do stf coloca em grave risco a estabilidade do pa铆s https://t.co/ra25lhu2uf,not_toxic,not_toxic,NOT_TOXIC,110.1
"porra, que ódio!!!!!!!!!",not_toxic,not_toxic,NOT_TOXIC,111.4
fico puto dms falando de hamlet meu segundo livro fav sabe mostre algum respeito ?,not_toxic,not_toxic,NOT_TOXIC,108.8
eu reclamando todo mês pra fazer tudo de novo depois,not_toxic,not_toxic,NOT_TOXIC,108.1
"é claro q como flamenguista eu gosto quando vem jogador bom, mas se polarizassem todos os jogadores só em flamengo/palmeiras acho que podia acabar sendo ruim pro campeonato",not_toxic,not_toxic,NOT_TOXIC,106.9
"rt @user *qualquer um entrando aqui em casa*

o cachorro:

eu vou cheirar o teu cu sim kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk",not_toxic,obscene,OBSCENE,114.3
tu ajuda ajuda e tomaa no cu,not_toxic,obscene,OBSCENE,110.5
"feia com força — morde a cara, mô!!😝 https://t.co/oe7ht0lp9g",not_toxic,not_toxic,NOT_TOXIC,111.1
"Um crente saudável não é medido “só” pelo apetite dele pelo sobrenatural, mas pelo caráter aprovado. Queria muito que as pessoas entendessem isso!",not_toxic,not_toxic,NOT_TOXIC,108.2
"@user @user eu mermo não, muita responsabilidade.",not_toxic,not_toxic,NOT_TOXIC,110.1
"o jeitinho que o carioca fala papo reto, é tão fofo pqp",not_toxic,not_toxic,NOT_TOXIC,110.4
rt @user @user onde é que estão os teus pais wtf,not_toxic,not_toxic,NOT_TOXIC,110.9
cada dia uma quentinha diferente kkkkks,not_toxic,not_toxic,NOT_TOXIC,109.5
"perdi minhas fotos todas, pqp, quem tiver foto cmg manda lá no wpp",not_toxic,not_toxic,NOT_TOXIC,108.2
gata pra caralho https://t.co/kchcp9gsgz,not_toxic,not_toxic,NOT_TOXIC,110.3
"ontem parecia que eu estava c bala
de tanta euforia no cu dançando quadrilha c as pessoas que eu gosto",not_toxic,not_toxic,NOT_TOXIC,110.5
"A doen莽a delas(K) 茅 achar que os meninos s茫o propriedade delas, que eles s贸 podem interagir com elas e mais ningu茅m,isso j谩 passou de rid铆culo a muito tem",not_toxic,not_toxic,NOT_TOXIC,109.9
@user um mau carater reconhece o outro.,not_toxic,not_toxic,NOT_TOXIC,110.4
@user @user @user @user eu tb n to entendendo porra nenhuma :/,not_toxic,not_toxic,NOT_TOXIC,109.6
@user isso deve ser um mecanismo do governo local de cessar a procriação.,not_toxic,not_toxic,NOT_TOXIC,108.9
"Acordo, me arrumo, me acho linda, vou trabalhar, tenho aquela reunião super proveitosa, passo 2 horas totalmente desligada e focada no trabalho, saio, passo no supermercado, chego em casa, tiro o salto, tiro a maquiagem, deito na cama, tudo vazio, vida vazia, sozinha, um lixo",not_toxic,not_toxic,NOT_TOXIC,111.2
que role do caralho meus amigosss que roleeee...,not_toxic,obscene,OBSCENE,116.0
parece aquelas minhoca de maçã,not_toxic,not_toxic,NOT_TOXIC,111.2
eu em todos os meus grupinhos:,not_toxic,not_toxic,NOT_TOXIC,107.4
"Geovanna Alvarez é aquela gatinha para andar de mão de dadas em qualquer lugar! Linda de rosto, cabelos lisos, jeito delicado, corpo lindo e natural. https://t.co/E1AjY2uzLg

@user @user @user https://t.co/FEtg803nz5",not_toxic,not_toxic,NOT_TOXIC,109.2
rt @user explana que é hoje porra #gameover,not_toxic,not_toxic,NOT_TOXIC,109.5
"ai que saco vou fazer trabalho nenhum, estudar p tirar 10 na prova e tá bom",not_toxic,not_toxic,NOT_TOXIC,109.7
rt @user isto é tão ridículo 🤦🏻‍♀️ https://t.co/m3jeeojyz9,not_toxic,not_toxic,NOT_TOXIC,110.2
ta muito frio vsf,not_toxic,not_toxic,NOT_TOXIC,111.8
rt @user n é possível que existe gente que gosta de um tempo lixo desse,not_toxic,not_toxic,NOT_TOXIC,108.0
@user velho corretor fdp,not_toxic,not_toxic,NOT_TOXIC,108.8
@user pqp hein...,not_toxic,not_toxic,NOT_TOXIC,109.5
"hoje meu pai, um dia desse tinha na tml um tweet romantizando com 2k de rts e 5k de favs",not_toxic,not_toxic,NOT_TOXIC,108.6
pro vídeo ficar ainda melhor,not_toxic,not_toxic,NOT_TOXIC,112.1
"Churras de aniversário do Rafa da tikalsurf e do Baiano eugenio_rosa essa raça é boa demais, Barra do Sul na veia. em Boteco dos Brothers https://t.co/PsBe1oVKIs",not_toxic,not_toxic,NOT_TOXIC,110.0
n茫o n velho a n茫o euhsaienjhuuiaseauisehiua isso daq so pode ser meme,not_toxic,not_toxic,NOT_TOXIC,109.7
"infelizmente existem pessoas que só estão interessada no que temos pra oferecer e não no que somos, se você para de oferecer o que você tem e passa a oferecer o que você é a pessoa caga pra você, to fora de gente assim.",not_toxic,not_toxic,NOT_TOXIC,108.3
@user @user que lindo meu deus 😍,not_toxic,not_toxic,NOT_TOXIC,108.2
"@user escalei os dois tb kkkkk tô torcendo por isso, rodada passada eu tava sem internet e não fiz minha escalação ai ficou a da outra rodada. pensa num negocio que ficou feio",not_toxic,not_toxic,NOT_TOXIC,103.7
que saco eu peço uma coisa pro meu irmão fazer que é colocar o lixo na rua antes de 12h e ele não faz meud eus eh tão simples pqp,not_toxic,not_toxic,NOT_TOXIC,107.6
@user tem algum palhaço aki ??,not_toxic,not_toxic,NOT_TOXIC,108.2
rt @user saudade da época que nao volta mais... https://t.co/gkwgvecxtc https://t.co/eaqgtnrgdr,not_toxic,not_toxic,NOT_TOXIC,107.4
@user o que aconteceu?,not_toxic,not_toxic,NOT_TOXIC,109.4
rt @user acho q 7 de setembro deveria dar tipo 5 pontos...,not_toxic,not_toxic,NOT_TOXIC,107.5
@user vai sim mano t谩 locao,not_toxic,not_toxic,NOT_TOXIC,104.2
"vo p festa do roger e a mina tacou bebida em mim, sera q a cao nao me viu la embaixo cacete",not_toxic,xenophobia,XENOPHOBIA,103.3
@user nenhum,not_toxic,not_toxic,NOT_TOXIC,109.5
"imagino 000 do sickk num rolê geral bem loco metendo mais o loco ainda, é uma vibe muito fodida, adrenalina da porra",not_toxic,not_toxic,NOT_TOXIC,104.9
"@user saudades do china. assisti muito seus comentários nos tempos do esporte total. vai com deus, juarez.",not_toxic,not_toxic,NOT_TOXIC,109.1
"acho sempre necessário você declarar o seu amor pela pessoa, tanto em amizade, ou em algo mais, o importante é dizer pra alguém o quão insubstituível e importante essa pessoa é pra você",not_toxic,not_toxic,NOT_TOXIC,108.2
rt @user kkkkkkkkkkk eu na vida #mpn #luansantana #luanetes #luansantanashow https://t.co/qfgymrslsy,not_toxic,not_toxic,NOT_TOXIC,108.3
não to entendendo merda alguma desses limites de funçes reais,not_toxic,not_toxic,NOT_TOXIC,108.8
"rapaziada, ngm aqui em pouso alegre libera a casa pra uma pré do bailão pousalegrense n? kkkkkkk dividimos lucro",not_toxic,not_toxic,NOT_TOXIC,110.9
@user deve ser um deus sim https://t.co/7rcxrqleka,not_toxic,not_toxic,NOT_TOXIC,108.8
eu fico abismada com gente que tem muita dificuldade pra superar ex pq é tao irracional (???) nao faz sentido na minha cabeça,not_toxic,not_toxic,NOT_TOXIC,108.5
eu tentando fazer alguma coisa certa,not_toxic,not_toxic,NOT_TOXIC,107.5
rt @user meu deus esse jogo tá do caramba pqp #voleinosportv,not_toxic,not_toxic,NOT_TOXIC,102.0
e @user  igual aquele🥵,not_toxic,not_toxic,NOT_TOXIC,100.3
"rt @user mano tenho que pensar mais em mim, eu faço de tudo pra ver a galera feliz, e o povo não move uma palha p me ver bem aaa v…",not_toxic,not_toxic,NOT_TOXIC,101.3
"Tenho uma pessoa no meu wpp que todo dia ela coloca no status a rotina dela. Hj tá assim: ""acordei"" ""dor de cabeça"" ""preciso ir no médico"" ""estou andando até o postinho""

Porra vai logo antes que tu tenha um avc e para de querer ser vlogueirinha",not_toxic,not_toxic,NOT_TOXIC,101.1
ai porra,not_toxic,not_toxic,NOT_TOXIC,100.8
que lindeza,not_toxic,not_toxic,NOT_TOXIC,99.2
meu vizinho tá ouvindo música desde as 8 da manhã pqp eu só queria ficar em paz lendo mas tá impossível,not_toxic,not_toxic,NOT_TOXIC,101.1
rt @user safado botou o primo novinho pra sentar na pica https://t.co/3wgcxhrket,not_toxic,insult,INSULT,115.4
kkkkkkkkkkkkkkkkkkkkkkkkkk eu to com dor de tanto rir,not_toxic,not_toxic,NOT_TOXIC,99.8
"@user se algu茅m falasse que me explicaria por 1000 conto, eu pagava, pq pqp ne",not_toxic,not_toxic,NOT_TOXIC,101.6
@user @user nom é não fica tranquilo ele ta vivo,not_toxic,not_toxic,NOT_TOXIC,101.3
"morrendo de dor e essa porra n desce de jeito nenhum, sofro 😡😡😡",not_toxic,not_toxic,NOT_TOXIC,101.1
caraca minha sobrinha é perfeita demais mano,not_toxic,not_toxic,NOT_TOXIC,100.4
to desde ontem tentando não chorar e surtar mas tá cada vez pior vo desativa p n fica tweetando bosta,not_toxic,not_toxic,NOT_TOXIC,100.1
mês que vem já é meu aniversário 🙄😱 tá passando rápido dms,not_toxic,not_toxic,NOT_TOXIC,97.7
toda vez q esse video passa na minha tl eu sou obrigada a ver inteiro e eu comeco a rir sempre,not_toxic,not_toxic,NOT_TOXIC,101.0
kepa vacilando pra caralho hoje.,not_toxic,not_toxic,NOT_TOXIC,102.3
único argumento dos colorados pqp,not_toxic,not_toxic,NOT_TOXIC,102.1
meu rolê ontem teria sido perfeito se não tivesse terminado comigo chegando em casa e achado mais um gato meu atropelado na porra da rua,not_toxic,not_toxic,NOT_TOXIC,98.8
rt @user ai a internet da oi é um lixo,not_toxic,not_toxic,NOT_TOXIC,101.0
fala m sumiu,not_toxic,not_toxic,NOT_TOXIC,98.8
me jogou no lixo e os amiguinhos reciclou 🤤🎶,not_toxic,not_toxic,NOT_TOXIC,100.2
"Eu chego a tremer de raiva de ver coisas assim PQP EU TENHO NOJO DE GENTE RACISTA, MAIS AINDA DE RACISTA QUE ABUSA DA AUTORIDADE",not_toxic,racism,RACISM,108.0
saudades da iasmin de 2017 eu era gótica demais pqp,not_toxic,not_toxic,NOT_TOXIC,99.0
aeeeee caralho vem tóquio #voleinaglobo,not_toxic,not_toxic,NOT_TOXIC,100.8
"Na direita ocorre o mesmo, mas a direita (a liberal) tem mais facilidade de apoiar uma verdade de esquerda, do que a esquerda de apoiar uma de direita.",not_toxic,not_toxic,NOT_TOXIC,99.4
@user @user @user que braveza gente !!!,not_toxic,not_toxic,NOT_TOXIC,102.3
rt @user brigada https://t.co/alhiu6xhpw,not_toxic,not_toxic,NOT_TOXIC,100.6
rt @user ligando pra porra nenhuma 🍃😴 https://t.co/mvy5yvpc9o,not_toxic,not_toxic,NOT_TOXIC,100.5
ahhhhh vtnc mano kkkkkkk,not_toxic,not_toxic,NOT_TOXIC,100.1
rt @user eu morro ali msm https://t.co/etivoal3wn,not_toxic,not_toxic,NOT_TOXIC,102.8
"pqp meu coração ainda acelera toda vez que chega msg, diabo msm",not_toxic,not_toxic,NOT_TOXIC,99.9
"Doenças são malditas. A gente geralmente n liga quando são com pessoas aleatórias (e deveríamos ligar, ter empatia), mas quando afetam alguém especial é totalmente diferente.",not_toxic,not_toxic,NOT_TOXIC,102.1
rt @user mano pleno século 21 e tem namoradinho te chamando na dm surtando pq vc curtiu algo da namorada dele ??????? mano kkkkkkk vai…,not_toxic,not_toxic,NOT_TOXIC,101.9
4 pessoas vieram falar que eu tava feia hoje na aula kkkkkkk que que sono e uma gripe nao faz nee,not_toxic,not_toxic,NOT_TOXIC,99.8
"@user a receita não aumentou! 

o real é que desvalorizou demais e portanto na conversão parece que é muito mais dinheiro...",not_toxic,not_toxic,NOT_TOXIC,98.3
"@user acredite não amor, eu sou um lixo",not_toxic,not_toxic,NOT_TOXIC,100.6
"[03/08/2019 10:07:29 AM]: Da uma segurada ai frozen,sua frieza fudeu com o sábado 
[03/08/2019 10:08:39 AM]: Lerigou
 [03/08/2019 10:08:56 AM]: Tomar no cu Dani",not_toxic,obscene,OBSCENE,105.1
"馃専 A fancam de 鈥楤oy With Luv鈥� do V representou o @user no #MGMA 2019 e deu o daesang THE TOP VIDEO ao grupo! 馃帀

V teve a fancam mais popular da M2 com 500 mil likes e 61 milh玫es de views! 馃惎馃挏

馃敆https://t.co/4AvBOukpb3
漏 vsnatchedmysoul https://t.co/h0nxE1njUF",not_toxic,not_toxic,NOT_TOXIC,98.7
cacete eu,not_toxic,not_toxic,NOT_TOXIC,100.1
@user eita pau pereira!,not_toxic,insult,INSULT,116.5
@user comunista falando em dividir o povo kkk piada,not_toxic,not_toxic,NOT_TOXIC,100.9
@user por que o glenn tá de peruca?,not_toxic,not_toxic,NOT_TOXIC,101.0
"oitnb é uma série do caralho, última temporada e vieram problematizando mais do que nunca as péssimas condições das presidiárias, os abusos sexuais, pagamento igualitário entre homens e mulheres,questão das imigrantes nos eua. meu total respeito. #OITNBForever #OITNBfinalseason",not_toxic,not_toxic,NOT_TOXIC,102.3
a @user fica falando mal do blackpink mas no carro dela ela poe kiss and make up no volume maximo ✌🏻😭👍🏻,not_toxic,not_toxic,NOT_TOXIC,102.5
@user como eles adoram tirar foto assim...,not_toxic,not_toxic,NOT_TOXIC,102.6
"@user nem assim, c dorme 3h passa 2 seg",not_toxic,not_toxic,NOT_TOXIC,100.8
@user vc tá  vendo por onde?,not_toxic,not_toxic,NOT_TOXIC,101.2
não acredito q chorei assistindo capitão américa guerra civil por causa do tony stark,not_toxic,not_toxic,NOT_TOXIC,100.3
"Harry durante uma conversa com o Nick Grimshaw [Entrevistador] para a BBC rádio em 2012. 

N: ""Harry Styles está grávido, e o Louis Tomlinson é o pai. Você pode confirmar ou negar?""

H: ""Eu pensei que fosse verdade, e aparentemente não é.""

N: ""Você fez o teste? 

H: ""Sim."" https://t.co/cEqO0VVLDn",not_toxic,not_toxic,NOT_TOXIC,100.2
foto do séc,not_toxic,not_toxic,NOT_TOXIC,103.1
"não sei pra onde vou pqp, se vou pro ngm da clara ou curto o aniversário da minha fecha",not_toxic,not_toxic,NOT_TOXIC,111.2
ai que gostoso,not_toxic,not_toxic,NOT_TOXIC,108.7
só quero tomar um vinhozinho com minha miga e chorar,not_toxic,not_toxic,NOT_TOXIC,110.2
vou deixar isso aqui https://t.co/rheifjtgvo,not_toxic,not_toxic,NOT_TOXIC,108.4
"@user falar igual meu amigo rodsflora "" a que pinto chegamos?""",not_toxic,not_toxic,NOT_TOXIC,109.7
"rt @user s
t
f

superior tribunal de fuleiros 
#stfvergonhanacional",not_toxic,racism,RACISM,115.8
"hum to triste vou tentar fazer esse vídeo chegar a 1m
https://t.co/n55uitfhjj",not_toxic,not_toxic,NOT_TOXIC,110.8
"@user a história da Barbara Querino que está presa depois de sofrer vários erros processuais e ser reconhecida pela vítima por causa dos cabelos encaracolados. 5 anos de prisão. insiste ser inocente, ngn a ouve.",not_toxic,not_toxic,NOT_TOXIC,110.0
"frio dms pra roupa que eu queria usar, af vsf",not_toxic,not_toxic,NOT_TOXIC,106.7
"mas pqp viu mano vai fazer algo que tu gosta sla, so nao fica falando merda nao vlw",not_toxic,not_toxic,NOT_TOXIC,109.5
"fico olhando nossas fotos e fico, “pqp eu sou um verme que deixou uma pessoa assim escapar”",not_toxic,not_toxic,NOT_TOXIC,108.3
"O maior monopólio de ensino do mundo quer usar a educação básica pra gerar mais lucro. A Constituição Federal garante que a educação é responsabilidade do Estado. Nossa luta continua sendo pela educação pública, gratuita e de qualidade! Dia 13 vamos às ruas! 👊 #Tsunami13A https://t.co/cOfucid3yc",not_toxic,not_toxic,NOT_TOXIC,108.9
"Minha vida toda ajudei pessoas, incentivei pessoas, fiz com que pessoas sa铆ssem da posi莽茫o de v铆tima para protagonista da vida. Estar de m茫os dadas com aqueles que mais precisam, talvez seja esse o sentido da vida.",not_toxic,not_toxic,NOT_TOXIC,109.2
"Hoje temos o inicio da Ginastica Ritmítica nos Jogos Pan-Americanos. Teremos a classificação do individual geral.
Bárbara Domingos (no Aro e Bola); Natália Gaudio (Bola e Bola); Além do conjunto de 5 bolas.

#PanNaRecordNews #ZDCnoPan #Lima2019 #PanNoSportv https://t.co/sWvaoQsVj2",not_toxic,not_toxic,NOT_TOXIC,110.3
"rt @user eu n茫o conquisto nada, acho q sou o internacional https://t.co/e60rwerzow",not_toxic,not_toxic,NOT_TOXIC,109.9
"meu deus vai se foder ate parece que elas tem liberdade pra fazerem o que querem ne

eh tudo 100% coreografado e planejado e elas obviamente sao obrigadas a seguir isso",not_toxic,not_toxic,NOT_TOXIC,111.5
@user maria flor #mpn #nowunited #uniters,not_toxic,not_toxic,NOT_TOXIC,108.9
depois q eu quase morri no hospital eu dou muito valor nisso,not_toxic,not_toxic,NOT_TOXIC,107.6
"tô vendo vôlei do brasil e pqp 
tá uma merda",not_toxic,not_toxic,NOT_TOXIC,110.3
mano eu não estou com raiva... estou com ódio q é bem pior.,not_toxic,not_toxic,NOT_TOXIC,110.1
"esse ngc de ""fé nas malucas"" mano, só os doentes acham isso certo vai se fuder, bando de menina doente",not_toxic,not_toxic,NOT_TOXIC,104.9
@user poxa mona ent茫o semana q vem e nos cacete rs,not_toxic,not_toxic,NOT_TOXIC,111.4
acho um cu quando fazem as coisas sem nem ao menos avisar.,not_toxic,not_toxic,NOT_TOXIC,108.4
"O ministro da Justiça e Segurança Pública, Sergio Moro, revogou 70 portarias da pasta, 69 editadas por gestões anteriores e uma assinada por ele mesmo em janeiro deste ano. 

https://t.co/aFdpKVYr7Q",not_toxic,not_toxic,NOT_TOXIC,111.1
"não é um regime político que mereça ser chamado de democrático desde 2016, em 2018 era mais um arremedo tutelado onde o único resultado que seria respeitado seria a vitória da extrema-direita. agora eu não sei o que chamar o que são esses escombros de hoje",not_toxic,not_toxic,NOT_TOXIC,109.4
não tem nada que meus olhos enxergam que não lembram meu coração de você.,not_toxic,not_toxic,NOT_TOXIC,110.1
@user pqp pqp pqp,not_toxic,not_toxic,NOT_TOXIC,109.2
lana del rey é tudo pra mim puta merda,not_toxic,not_toxic,NOT_TOXIC,111.3
chuva fdp mané grr,not_toxic,insult,INSULT,127.4
@user suprema esculhambação é a vergonha nacional #stfvergonhanacional,not_toxic,insult,INSULT,126.3
@user Vou fazer uma visita diga a ela afinal n te vi nada contra a pessoa dela só tenho divergência de opiniões n bajulo macho escroto,not_toxic,insult,INSULT,125.2
